topic,count
nice,2
bras,6
figured,1
decided,1
suffocation,2
tight,1
believed,1
bounce,2
bought,2
run,2
worn,1
longer,1
suffocated,1
yoga,1
unlined,2
underwire,2
preferably,1
demi,2
cups,2
smaller,2
size,2
wearing,2
cup,3
bands,1
people,1
band,1
patsy,1
deco,1
would've,1
stretchy,1
wear,1
30f,1
cut,1
freya,1
marcie,1
bra,3
hook,1
amazon,2
buying,2
good,1
sizes,2
fit,2
feel,1
sister,1
30ddd,1
